Date,Open_RDP1,High_RDP1,Low_RDP1,Close_RDP1,Adj Close_RDP1,Volume_RDP1,Open_RDP7,High_RDP7,Low_RDP7,Close_RDP7,Adj Close_RDP7,Volume_RDP7,Open_RDP30,High_RDP30,Low_RDP30,Close_RDP30,Adj Close_RDP30,Volume_RDP30
1/23/2018,0.009216327,0.003250922,0.008001784,0.002174365,0.002174365,0.013788316,0.029815101,0.026984033,0.028265992,0.02586026,0.02586026,-0.033413707,0.07863025,0.076202485,0.077691881,0.076659628,0.076659628,0.069022597
1/22/2018,0.002340617,0.008077326,0.003588189,0.008066727,0.008066727,-0.046064906,0.023168349,0.029893114,0.026337162,0.030834389,0.030834389,-0.029239308,0.069650878,0.075394538,0.069861936,0.077473956,0.077473956,0.075187365
1/19/2018,7.14E-05,0.001603803,0.001976688,0.004385235,0.004385235,-0.011419352,0.018701342,0.01855295,0.018276029,0.021448124,0.021448124,0.053844238,0.061679408,0.061014418,0.064827855,0.068729859,0.068729859,0.02836645
1/19/2018,7.14E-05,0.001603803,0.001976688,0.004385235,0.004385235,-0.011419352,0.018701342,0.01855295,0.018276029,0.021448124,0.021448124,0.053844238,0.061679408,0.061014418,0.064827855,0.068729859,0.068729859,0.02836645
1/19/2018,7.14E-05,0.001603803,0.001976688,0.004385235,0.004385235,-0.011419352,0.018701342,0.01855295,0.018276029,0.021448124,0.021448124,0.053844238,0.061679408,0.061014418,0.064827855,0.068729859,0.068729859,0.02836645
1/18/2018,0.006251337,-0.000431045,0.005103757,-0.00161639,-0.00161639,-0.025563452,0.021778042,0.020854961,0.020075964,0.018313457,0.018313457,0.135327587,0.054647942,0.052769274,0.058176689,0.06008475,0.06008475,-0.084928476
1/17/2018,-0.004991129,-0.000178092,0.003517969,0.009415052,0.009415052,-0.126658299,0.019646074,0.023178877,0.018497596,0.021657641,0.021657641,0.167282535,0.052886427,0.059012576,0.066343709,0.060683853,0.060683853,-0.041668358
1/16/2018,0.010389227,0.007062769,-0.000361058,-0.003524487,-0.003524487,0.210410272,0.029290482,0.02867046,0.018230433,0.019247476,0.019247476,0.170680818,0.062655436,0.056363696,0.051144094,0.048663247,0.048663247,-0.124029815
1/12/2018,0.006251416,0.007331382,0.006124668,0.006749603,0.006749603,-0.01849604,0.026810175,0.02707073,0.026640474,0.026973207,0.026973207,0.009978353,0.054174129,0.058051839,0.056985338,0.06099225,0.06099225,-0.123657522
1/12/2018,0.006251416,0.007331382,0.006124668,0.006749603,0.006749603,-0.01849604,0.026810175,0.02707073,0.026640474,0.026973207,0.026973207,0.009978353,0.054174129,0.058051839,0.056985338,0.06099225,0.06099225,-0.123657522
1/12/2018,0.006251416,0.007331382,0.006124668,0.006749603,0.006749603,-0.01849604,0.026810175,0.02707073,0.026640474,0.026973207,0.026973207,0.009978353,0.054174129,0.058051839,0.056985338,0.06099225,0.06099225,-0.123657522
1/12/2018,0.006251416,0.007331382,0.006124668,0.006749603,0.006749603,-0.01849604,0.026810175,0.02707073,0.026640474,0.026973207,0.026973207,0.009978353,0.054174129,0.058051839,0.056985338,0.06099225,0.06099225,-0.123657522
1/11/2018,0.002702527,0.006092777,0.006110966,0.007033647,0.007033647,0.018166566,0.02579991,0.026584975,0.026252971,0.026615377,0.026615377,0.081392828,0.056421112,0.053229308,0.056550944,0.053489866,0.053489866,0.043830731
1/10/2018,-0.002035459,-0.003022625,-0.004294268,-0.001112227,-0.001112227,0.035578605,0.020973225,0.021796922,0.023357913,0.027909781,0.027909781,0.463623751,0.054901578,0.055398092,0.052788303,0.056434587,0.056434587,0.189396912
1/9/2018,0.00309187,0.003867507,0.003747811,0.001302932,0.001302932,0.06501781,0.024217193,0.02659562,0.024292843,0.023720577,0.023720577,0.603785764,0.057963708,0.059492105,0.056698606,0.057204495,0.057204495,1.558550282
1/8/2018,0.004151766,0.001844415,0.003548556,0.001662344,0.001662344,0.001863055,0.022582984,0.023409735,0.021908234,0.024263534,0.024263534,0.472539599,0.054747265,0.056737207,0.054858382,0.057999707,0.057999707,0.173618777
1/5/2018,0.004420246,0.00518813,0.003254736,0.007033767,0.007033767,-0.124115759,0.019499154,0.022629834,0.018655978,0.023372469,0.023372469,0.643972409,0.054905688,0.054690358,0.053588603,0.055451407,0.055451407,-0.028835306
1/5/2018,0.004420246,0.00518813,0.003254736,0.007033767,0.007033767,-0.124115759,0.019499154,0.022629834,0.018655978,0.023372469,0.023372469,0.643972409,0.054905688,0.054690358,0.053588603,0.055451407,0.055451407,-0.028835306
1/5/2018,0.004420246,0.00518813,0.003254736,0.007033767,0.007033767,-0.124115759,0.019499154,0.022629834,0.018655978,0.023372469,0.023372469,0.643972409,0.054905688,0.054690358,0.053588603,0.055451407,0.055451407,-0.028835306
1/4/2018,0.007954468,0.005496642,0.007895428,0.004028636,0.004028636,0.04425404,0.013072732,0.016362835,0.015286856,0.015148994,0.015148994,0.539800736,0.05420454,0.0559653,0.054622564,0.054935094,0.054935094,0.230301577
1/3/2018,0.005261378,0.006854962,0.005744908,0.006398819,0.006398819,0.050905041,0.005527383,0.00807023,0.005729988,0.010612497,0.010612497,0.081038312,0.044488126,0.050469109,0.046612727,0.05204256,0.05204256,0.072269223
1/2/2018,-0.002015478,0.0014003,0.003272729,0.008303362,0.008303362,0.378049429,-0.001655377,0.001813402,0.002335479,0.006180856,0.006180856,0.03894441,0.043055649,0.040847925,0.042523235,0.042608472,0.042608472,0.016463862
12/29/2017,0.001135402,0.001659512,-0.003384601,-0.005183153,-0.005183153,0.134749435,-0.00132211,-0.000860967,-0.00265967,-0.002931177,-0.002931177,-0.274625288,0.046585827,0.046361229,0.045420305,0.042497518,0.042497518,-0.313412328
12/29/2017,0.001135402,0.001659512,-0.003384601,-0.005183153,-0.005183153,0.134749435,-0.00132211,-0.000860967,-0.00265967,-0.002931177,-0.002931177,-0.274625288,0.046585827,0.046361229,0.045420305,0.042497518,0.042497518,-0.313412328
12/29/2017,0.001135402,0.001659512,-0.003384601,-0.005183153,-0.005183153,0.134749435,-0.00132211,-0.000860967,-0.00265967,-0.002931177,-0.002931177,-0.274625288,0.046585827,0.046361229,0.045420305,0.042497518,0.042497518,-0.313412328
12/29/2017,0.001135402,0.001659512,-0.003384601,-0.005183153,-0.005183153,0.134749435,-0.00132211,-0.000860967,-0.00265967,-0.002931177,-0.002931177,-0.274625288,0.046585827,0.046361229,0.045420305,0.042497518,0.042497518,-0.313412328
12/28/2017,0.001491369,0.000752156,0.001411033,0.001833999,0.001833999,-0.02213816,6.71E-05,-0.002712483,-0.00120256,-0.000973873,-0.000973873,-0.421872063,0.042032819,0.041865984,0.045247288,0.042138579,0.042138579,-0.408711722
12/27/2017,0.00112352,0.001080948,0.000354729,0.000790941,0.000790941,0.118499782,0.008069599,0.002242851,0.007434742,0.002545045,0.002545045,-0.61528463,0.040973739,0.037864319,0.040563505,0.03782827,0.03782827,-0.352887071
12/26/2017,-0.001911126,-0.000971981,-6.34E-05,-0.001058415,-0.001058415,-0.17961689,0.00495897,0.005490782,0.009785012,0.010742791,0.010742791,-0.426016682,0.038334596,0.038288391,0.039754264,0.038028095,0.038028095,-0.435379749
12/22/2017,0.000447239,-0.002707304,-0.001591865,-0.000458166,-0.000458166,-0.266867071,0.006234047,0.005041475,0.005738132,0.007694759,0.007694759,-0.322535478,0.038784818,0.038217707,0.043564079,0.038195157,0.038195157,-0.373675818
12/22/2017,0.000447239,-0.002707304,-0.001591865,-0.000458166,-0.000458166,-0.266867071,0.006234047,0.005041475,0.005738132,0.007694759,0.007694759,-0.322535478,0.038784818,0.038217707,0.043564079,0.038195157,0.038195157,-0.373675818
12/22/2017,0.000447239,-0.002707304,-0.001591865,-0.000458166,-0.000458166,-0.266867071,0.006234047,0.005041475,0.005738132,0.007694759,0.007694759,-0.322535478,0.038784818,0.038217707,0.043564079,0.038195157,0.038195157,-0.373675818
12/22/2017,0.000447239,-0.002707304,-0.001591865,-0.000458166,-0.000458166,-0.266867071,0.006234047,0.005041475,0.005738132,0.007694759,0.007694759,-0.322535478,0.038784818,0.038217707,0.043564079,0.038195157,0.038195157,-0.373675818
12/21/2017,-0.001919482,0.000605677,0.00235035,0.001985656,0.001985656,0.00998448,0.007998572,0.008585141,0.008504415,0.007679848,0.007679848,-0.079391284,0.036431296,0.037438276,0.037670842,0.034763677,0.034763677,-0.160531472
12/20/2017,-0.001682331,-0.001272966,-0.001727091,-0.000827893,-0.000827893,-0.037867476,0.013569915,0.011532378,0.00929301,0.007240633,0.007240633,0.048215527,0.037062401,0.036191477,0.035506029,0.034203946,0.034203946,-0.149257806
12/19/2017,0.002528012,-0.000196674,-0.00192855,-0.003230269,-0.003230269,-0.095597987,0.017572302,0.016137137,0.013857226,0.011303025,0.011303025,0.084490446,0.040672932,0.038968475,0.036772074,0.034865133,0.034865133,-0.048173537
12/18/2017,0.009505283,0.005724704,0.010070936,0.005362807,0.005362807,-0.349281611,0.021891827,0.020439298,0.022611542,0.020166984,0.020166984,0.131290244,0.04027607,0.041164128,0.042359194,0.039538697,0.039538697,0.043991804
12/15/2017,-0.001965675,0.004325114,0.002688483,0.008974344,0.008974344,0.668766745,0.013094726,0.017165123,0.013102159,0.017700745,0.017700745,0.772660266,0.031467797,0.038169536,0.036229078,0.037195944,0.037195944,0.41391755
12/15/2017,-0.001965675,0.004325114,0.002688483,0.008974344,0.008974344,0.668766745,0.013094726,0.017165123,0.013102159,0.017700745,0.017700745,0.772660266,0.031467797,0.038169536,0.036229078,0.037195944,0.037195944,0.41391755
12/15/2017,-0.001965675,0.004325114,0.002688483,0.008974344,0.008974344,0.668766745,0.013094726,0.017165123,0.013102159,0.017700745,0.017700745,0.772660266,0.031467797,0.038169536,0.036229078,0.037195944,0.037195944,0.41391755
12/14/2017,-0.000644766,-0.0014184,-0.004070859,-0.004070859,-0.004070859,-0.031713232,0.009883433,0.007313011,0.009239926,0.008533692,0.008533692,-0.030802138,0.031999008,0.030787432,0.029938829,0.028165863,0.028165863,-0.100480439
12/13/2017,0.002201616,0.000809041,0.001154257,-0.000472957,-0.000472957,-0.003743306,0.003913964,0.002510118,0.00902607,0.008869365,0.008869365,-0.119503374,0.035559182,0.036299192,0.035262407,0.034012134,0.034012134,-0.07442981
12/12/2017,0.003597042,0.003529597,0.003134132,0.001548922,0.001548922,0.149979786,0.006287052,0.007205806,0.020825021,0.008284752,0.008284752,-0.09807423,0.032578792,0.034763139,0.035639065,0.035478452,0.035478452,-0.028202696
12/11/2017,0.002259828,0.0032735,0.00278729,0.003201957,0.003201957,-0.004571576,0.00693261,0.000974545,0.006659266,0.004687266,0.004687266,-0.373907814,0.031876126,0.02994607,0.033332826,0.030576435,0.030576435,-0.204563287
12/8/2017,0.006783676,0.004036332,0.006689461,0.005506306,0.005506306,-0.056569676,0.006998155,0.006360801,0.009075239,0.009683646,0.009683646,-0.238367645,0.033643433,0.032948004,0.032932279,0.035580418,0.035580418,-0.197180186
12/8/2017,0.006783676,0.004036332,0.006689461,0.005506306,0.005506306,-0.056569676,0.006998155,0.006360801,0.009075239,0.009683646,0.009683646,-0.238367645,0.033643433,0.032948004,0.032932279,0.035580418,0.035580418,-0.197180186
12/8/2017,0.006783676,0.004036332,0.006689461,0.005506306,0.005506306,-0.056569676,0.006998155,0.006360801,0.009075239,0.009683646,0.009683646,-0.238367645,0.033643433,0.032948004,0.032932279,0.035580418,0.035580418,-0.197180186
12/7/2017,0.000814812,0.002497743,0.000678171,0.002932358,0.002932358,0.019634562,0.008611074,0.005061499,0.008094636,0.003783704,0.003783704,-0.056191628,0.024102622,0.028663274,0.032441049,0.03121838,0.03121838,-0.150240934
12/6/2017,-0.00512923,-0.005402632,-0.001134051,-0.000114105,-0.000114105,-0.087605678,0.009059992,0.010742746,0.009958129,0.010705729,0.010705729,0.073877733,0.022416388,0.024193479,0.02306298,0.023408757,0.023408757,-0.057867203
12/5/2017,-0.006552001,-0.006179661,-0.004281895,-0.003739382,-0.003739382,-0.120331084,0.015136058,0.01709156,0.010502172,0.010432654,0.010432654,1.62193839,0.023932519,0.027316528,0.024723768,0.025181517,0.025181517,0.10191767
12/4/2017,0.004570656,0.005496761,0.01286116,-0.001052157,-0.001052157,0.020503156,0.021874269,0.024702608,0.016877136,0.016310573,0.016310573,0.456106698,0.034908582,0.034848415,0.027835754,0.024941648,0.024941648,0.188645798
12/1/2017,0.004240874,-0.00267892,-0.010786131,-0.002024531,-0.002024531,-0.201715504,0.021601586,0.019002909,0.006314803,0.016617716,0.016617716,0.182913656,0.035917039,0.034444811,0.022606714,0.031271172,0.031271172,0.318188658
12/1/2017,0.004240874,-0.00267892,-0.010786131,-0.002024531,-0.002024531,-0.201715504,0.021601586,0.019002909,0.006314803,0.016617716,0.016617716,0.182913656,0.035917039,0.034444811,0.022606714,0.031271172,0.031271172,0.318188658
12/1/2017,0.004240874,-0.00267892,-0.010786131,-0.002024531,-0.002024531,-0.201715504,0.021601586,0.019002909,0.006314803,0.016617716,0.016617716,0.182913656,0.035917039,0.034444811,0.022606714,0.031271172,0.031271172,0.318188658
11/30/2017,0.002325069,0.008672126,0.00519397,0.008190951,0.008190951,0.210924704,0.021104925,0.028282507,0.021599984,0.025343393,0.025343393,0.64422315,0.027726655,0.036515547,0.029011557,0.033702189,0.033702189,0.647212058
11/29/2017,0.008396251,0.002740031,0.005711176,-0.000369226,-0.000369226,0.169090878,0.017375598,0.019710031,0.016565649,0.018310475,0.018310475,0.235782508,0.027628256,0.029370489,0.025690056,0.026065094,0.026065094,0.411467472
11/28/2017,0.00126026,0.008164498,0.002527954,0.009848513,0.009848513,0.160153782,0.012821855,0.014516813,0.012627525,0.016011567,0.016011567,0.053041166,0.019709838,0.026653944,0.020684488,0.027134448,0.027134448,0.19629495
11/27/2017,0.000861395,0.000844767,-0.000595983,-0.000384258,-0.000384258,1.227666731,0.01292493,0.013047769,0.016195885,0.014349028,0.014349028,-0.155112971,0.018390553,0.01906438,0.018330085,0.018898076,0.018898076,-0.04527154
11/24/2017,4.22E-05,0.001257245,0.0019998,0.002056095,0.002056095,-0.511471435,0.008794461,0.009516777,0.013192702,0.009131831,0.009131831,-0.629360529,0.018622121,0.019128598,0.020448792,0.020184792,0.020184792,-0.571703723
11/24/2017,4.22E-05,0.001257245,0.0019998,0.002056095,0.002056095,-0.511471435,0.008794461,0.009516777,0.013192702,0.009131831,0.009131831,-0.629360529,0.018622121,0.019128598,0.020448792,0.020184792,0.020184792,-0.571703723
11/24/2017,4.22E-05,0.001257245,0.0019998,0.002056095,0.002056095,-0.511471435,0.008794461,0.009516777,0.013192702,0.009131831,0.009131831,-0.629360529,0.018622121,0.019128598,0.020448792,0.020184792,0.020184792,-0.571703723
11/22/2017,0.00430259,-9.61E-05,0.002340541,-0.000750261,-0.000750261,-0.170962457,0.009229479,0.005132061,0.00805988,0.004735299,0.004735299,-0.188067342,0.019481514,0.017884798,0.018556106,0.01637423,0.01637423,-0.071617458
11/22/2017,0.00430259,-9.61E-05,0.002340541,-0.000750261,-0.000750261,-0.170962457,0.009229479,0.005132061,0.00805988,0.004735299,0.004735299,-0.188067342,0.019481514,0.017884798,0.018556106,0.01637423,0.01637423,-0.071617458
11/21/2017,0.003752653,0.006403232,0.0042393,0.006541139,0.006541139,0.109597342,0.003484249,0.006726455,0.005280328,0.006478713,0.006478713,-0.044219667,0.01536474,0.017986624,0.017411493,0.018971763,0.018971763,0.125728762
11/20/2017,-0.001335668,0.000263136,0.000240483,0.001275683,0.001275683,-0.089880491,-0.00174536,-0.00071916,0.004640834,-0.000959609,-0.000959609,-0.216115419,0.011013643,0.01286134,0.014416073,0.014700936,0.014700936,0.209169193
11/17/2017,0.003882699,-0.002366762,0.001815102,-0.002625963,-0.002625963,-0.003788439,-0.002228917,-0.004434654,-0.00286261,-0.005985933,-0.005985933,-0.153666243,0.013935559,0.013552175,0.013299084,0.011579521,0.011579521,0.144073467
11/17/2017,0.003882699,-0.002366762,0.001815102,-0.002625963,-0.002625963,-0.003788439,-0.002228917,-0.004434654,-0.00286261,-0.005985933,-0.005985933,-0.153666243,0.013935559,0.013552175,0.013299084,0.011579521,0.011579521,0.144073467
11/17/2017,0.003882699,-0.002366762,0.001815102,-0.002625963,-0.002625963,-0.003788439,-0.002228917,-0.004434654,-0.00286261,-0.005985933,-0.005985933,-0.153666243,0.013935559,0.013552175,0.013299084,0.011579521,0.011579521,0.144073467
11/16/2017,0.001362159,0.006704653,0.006060725,0.008196058,0.008196058,-0.069173253,-0.007391721,-0.002668417,-0.004411224,-0.001930025,-0.001930025,-0.130442429,0.01262952,0.014722794,0.012964438,0.013153959,0.013153959,0.087875026
11/15/2017,-0.003219881,-0.002643691,-0.00354954,-0.005525676,-0.005525676,-0.022755481,-0.00696434,-0.007920087,-0.010910159,-0.010230968,-0.010230968,0.0055975,0.014197851,0.012717842,0.010131093,0.010592152,0.010592152,0.179565281
11/14/2017,0.000473494,-0.003091596,-0.003076319,-0.002309609,-0.002309609,0.070183636,-0.001618918,-0.003384308,-0.00396231,-0.0034662,-0.0034662,0.020755611,0.018736577,0.017565186,0.0149119,0.01747431,0.01747431,0.186685566
11/13/2017,-0.001414592,0.001489991,-0.000423241,0.000983634,0.000983634,-0.024084361,-0.00113587,0.002537592,0.003238312,0.001934217,0.001934217,-0.159411304,0.02194593,0.023101866,0.021456943,0.022031366,0.022031366,0.063505358
11/10/2017,-0.001478354,-0.001039993,0.003600468,-0.000897644,-0.000897644,-0.089962183,-0.00117297,-0.001773236,0.000252492,0.001139795,0.001139795,-0.085563755,0.02797653,0.025549376,0.026945912,0.024982511,0.024982511,0.085615457
11/10/2017,-0.001478354,-0.001039993,0.003600468,-0.000897644,-0.000897644,-0.089962183,-0.00117297,-0.001773236,0.000252492,0.001139795,0.001139795,-0.085563755,0.02797653,0.025549376,0.026945912,0.024982511,0.024982511,0.085615457
11/10/2017,-0.001478354,-0.001039993,0.003600468,-0.000897644,-0.000897644,-0.089962183,-0.00117297,-0.001773236,0.000252492,0.001139795,0.001139795,-0.085563755,0.02797653,0.025549376,0.026945912,0.024982511,0.024982511,0.085615457
11/9/2017,-0.001819424,-0.00345601,-0.007230096,-0.003761888,-0.003761888,-0.017374646,0.003109488,0.003184266,-0.00226263,0.003634626,0.003634626,0.001144431,0.032192126,0.030145626,0.025330372,0.029704492,0.029704492,0.209236197
11/8/2017,-0.001311729,-0.000596857,0.000259223,0.001443655,0.001443655,0.023548095,0.004251755,0.005984404,0.006529746,0.008375915,0.008375915,0.065727943,0.034118927,0.033331331,0.035702454,0.034837834,0.034837834,0.128277243
11/7/2017,0.00179331,0.001403627,-0.000506569,-0.000189103,-0.000189103,0.076452072,0.008501123,0.005435598,0.00717482,0.003707697,0.003707697,-0.019927401,0.036412879,0.037351562,0.035761798,0.037567406,0.037567406,0.251893622
11/6/2017,0.002145697,0.001916212,0.003450014,0.001271251,0.001271251,-0.008024755,0.010698842,0.010248966,0.010102298,0.012002024,0.012002024,-0.085284501,0.035240631,0.036299057,0.039239833,0.037838542,0.037838542,0.073134641
11/3/2017,0.000957554,0.002832043,0.004130708,0.003097075,0.003097075,-0.118707497,0.006004205,0.008187279,0.012881297,0.012001716,0.012001716,-0.079184207,0.033905129,0.033932882,0.032136469,0.034217662,0.034217662,0.244856872
11/3/2017,0.000957554,0.002832043,0.004130708,0.003097075,0.003097075,-0.118707497,0.006004205,0.008187279,0.012881297,0.012001716,0.012001716,-0.079184207,0.033905129,0.033932882,0.032136469,0.034217662,0.034217662,0.244856872
11/3/2017,0.000957554,0.002832043,0.004130708,0.003097075,0.003097075,-0.118707497,0.006004205,0.008187279,0.012881297,0.012001716,0.012001716,-0.079184207,0.033905129,0.033932882,0.032136469,0.034217662,0.034217662,0.244856872
11/2/2017,-0.001451682,-0.002816333,-0.003398164,0.000189966,0.000189966,0.061651955,0.004204546,0.003471831,0.000229907,0.004172703,0.004172703,0.1811731,0.02883743,0.029495604,0.02687872,0.031692393,0.031692393,0.381256696
11/1/2017,0.002802795,0.00392115,0.001076928,0.00159211,0.00159211,-0.003671062,0.001989807,0.00392115,0.004129673,0.005606331,0.005606331,0.187274069,0.030464597,0.031707675,0.031341748,0.02835459,0.02835459,0.080217903
10/31/2017,-0.00068277,-0.000674407,0.001518506,0.000944459,0.000944459,0.046014207,0.003283246,0.001106645,0.001787628,1.94E-05,1.94E-05,0.130760935,0.02781001,0.028091883,0.027548833,0.027371237,0.027371237,0.177935428
10/30/2017,0.002914098,-0.001142073,0.000900278,-0.00319247,-0.00319247,-0.058717145,0.009540301,0.006895956,0.007979088,0.004187963,0.004187963,0.223411832,0.03006581,0.02858884,0.027332907,0.027541349,0.027541349,0.145437185
10/27/2017,0.003976412,0.006197693,0.002398583,0.008073022,0.008073022,0.004667813,0.002883444,0.007359229,0.002449542,0.007734497,0.007734497,0.29652879,0.029887802,0.033096955,0.029191882,0.032333061,0.032333061,-0.199057523
10/27/2017,0.003976412,0.006197693,0.002398583,0.008073022,0.008073022,0.004667813,0.002883444,0.007359229,0.002449542,0.007734497,0.007734497,0.29652879,0.029887802,0.033096955,0.029191882,0.032333061,0.032333061,-0.199057523
10/27/2017,0.003976412,0.006197693,0.002398583,0.008073022,0.008073022,0.004667813,0.002883444,0.007359229,0.002449542,0.007734497,0.007734497,0.29652879,0.029887802,0.033096955,0.029191882,0.032333061,0.032333061,-0.199057523
10/26/2017,-0.002509212,-0.00012847,0.006210711,0.001270946,0.001270946,-0.00140921,0.001138038,0.002875368,0.002000285,0.000406271,0.000406271,0.339054264,0.02626516,0.027473308,0.027475043,0.02595739,0.02595739,0.133136719
10/25/2017,-0.000833077,-0.001858358,-0.008411384,-0.00466305,-0.00466305,0.130474743,0.004284739,0.003098271,-0.003384689,-0.000191579,-0.000191579,0.32869802,0.029123229,0.027629927,0.020809469,0.023527253,0.023527253,0.150371877
10/24/2017,-0.003653946,-0.002369829,0.000487457,0.001617909,0.001617909,0.067135576,0.005086749,0.005681008,0.00528586,0.006251038,0.006251038,0.088234734,0.030787247,0.030202987,0.030200315,0.029100936,0.029100936,0.060790735
10/23/2017,0.004097283,0.001106645,-0.001257996,-0.003972484,-0.003972484,-0.051095387,0.009871281,0.008985125,0.006286527,0.005507814,0.005507814,0.019101954,0.041850564,0.03589469,0.036293931,0.030894884,0.030894884,-0.024318298
10/20/2017,0.00554955,0.005104604,0.007708302,0.005116843,0.005116843,0.13172123,0.006641499,0.007905305,0.007696426,0.007815302,0.007815302,0.137280795,0.042769848,0.043909607,0.043978272,0.046225175,0.046225175,0.024878198
10/20/2017,0.00554955,0.005104604,0.007708302,0.005116843,0.005116843,0.13172123,0.006641499,0.007905305,0.007696426,0.007815302,0.007815302,0.137280795,0.042769848,0.043909607,0.043978272,0.046225175,0.046225175,0.024878198
10/20/2017,0.00554955,0.005104604,0.007708302,0.005116843,0.005116843,0.13172123,0.006641499,0.007905305,0.007696426,0.007815302,0.007815302,0.137280795,0.042769848,0.043909607,0.043978272,0.046225175,0.046225175,0.024878198
10/19/2017,-0.003699065,-0.000682498,-0.004590436,0.000327998,0.000327998,-0.002461567,0.001333301,0.002790405,0.001202351,0.004493071,0.004493071,0.010204357,0.034573646,0.037972627,0.035617704,0.039349315,0.039349315,-0.108296834
10/18/2017,0.002229103,0.001719002,0.001949348,0.000742335,0.000742335,0.037620397,0.004499596,0.004816186,0.007109625,0.006495789,0.006495789,0.206975124,0.040197593,0.038252627,0.040854739,0.038823126,0.038823126,-0.111521718
10/17/2017,0.000626026,9.38E-05,0.000803109,0.000672579,0.000672579,-0.00913231,0.003819513,0.00404017,0.004284906,0.003934378,0.003934378,0.00167096,0.035144745,0.035493955,0.044200973,0.041300325,0.041300325,-0.172156229
10/16/2017,-3.52E-05,0.000711618,0.000215433,0.001750753,0.001750753,-0.074114763,0.005789363,0.002726713,0.004968415,0.002182473,0.002182473,-0.042395702,0.032795624,0.03188628,0.031849058,0.032743067,0.032743067,0.075732367
10/13/2017,0.001088978,0.000907837,0.001483347,0.000878107,0.000878107,-0.000656828,0.00875473,0.006738701,0.008014076,0.006080186,0.006080186,0.043856393,0.037768263,0.03338972,0.036318677,0.032982025,0.032982025,-0.059337955
10/13/2017,0.001088978,0.000907837,0.001483347,0.000878107,0.000878107,-0.000656828,0.00875473,0.006738701,0.008014076,0.006080186,0.006080186,0.043856393,0.037768263,0.03338972,0.036318677,0.032982025,0.032982025,-0.059337955
10/13/2017,0.001088978,0.000907837,0.001483347,0.000878107,0.000878107,-0.000656828,0.00875473,0.006738701,0.008014076,0.006080186,0.006080186,0.043856393,0.037768263,0.03338972,0.036318677,0.032982025,0.032982025,-0.059337955
10/12/2017,0.000885967,3.53E-05,0.000141332,-0.001686753,-0.001686753,0.05894311,0.008907812,0.00796811,0.007695182,0.006450715,0.006450715,0.026935171,0.043670156,0.038621156,0.042778182,0.037980233,0.037980233,0.196627507
10/11/2017,0.00024711,3.92E-06,0.001214151,0.001803507,0.001803507,0.005266002,0.011669113,0.010283766,0.010930825,0.010327652,0.010327652,-0.069893397,0.04880062,0.043300051,0.049316367,0.044532534,0.044532534,0.087124395
10/10/2017,-0.000548683,0.001336267,0.00128266,0.002322413,0.002322413,0.191842091,0.015948473,0.014205554,0.014701062,0.012415766,0.012415766,-0.078277168,0.041939195,0.043325708,0.043390232,0.043530874,0.043530874,0.105613026
10/9/2017,0.001550557,0.000945378,-0.000860897,-0.001804434,-0.001804434,-0.138876852,0.019165851,0.016333378,0.015449959,0.013812387,0.013812387,-0.216071981,0.043632777,0.039878445,0.040692537,0.041620077,0.041620077,-0.040486252
10/6/2017,0.002589609,-0.001214529,0.001484248,-0.001073634,-0.001073634,-0.052723702,0.017632681,0.014993495,0.019183436,0.016868514,0.016868514,-0.165351574,0.040659188,0.040409903,0.044167368,0.045248653,0.045248653,0.01334228
10/6/2017,0.002589609,-0.001214529,0.001484248,-0.001073634,-0.001073634,-0.052723702,0.017632681,0.014993495,0.019183436,0.016868514,0.016868514,-0.165351574,0.040659188,0.040409903,0.044167368,0.045248653,0.045248653,0.01334228
10/6/2017,0.002589609,-0.001214529,0.001484248,-0.001073634,-0.001073634,-0.052723702,0.017632681,0.014993495,0.019183436,0.016868514,0.016868514,-0.165351574,0.040659188,0.040409903,0.044167368,0.045248653,0.045248653,0.01334228
10/5/2017,0.002913039,0.004715544,0.00324669,0.005646787,0.005646787,0.009280373,0.015921404,0.01957252,0.017995087,0.022119951,0.022119951,0.000660508,0.039257644,0.042304577,0.040386374,0.044201415,0.044201415,0.093286516
10/4/2017,0.001240897,0.002130126,0.001166519,0.00124672,0.00124672,-0.016856477,0.013639363,0.015180572,0.017592239,0.016454014,0.016454014,-0.085136254,0.040977907,0.034936067,0.040321872,0.034752144,0.034752144,0.086275738
10/3/2017,0.003625312,0.002332687,0.00335272,0.002158838,0.002158838,-0.040903451,0.013246549,0.012646412,0.012941935,0.012932559,0.012932559,0.070793033,0.043224114,0.043014343,0.046124887,0.043737139,0.043737139,0.100676076
10/2/2017,0.004478155,0.0038858,0.004948151,0.003874004,0.003874004,-0.003795238,0.005599977,0.008802816,0.008563386,0.01140527,0.01140527,0.091737579,0.038539512,0.036454966,0.04119072,0.042699621,0.042699621,-0.063223136
9/29/2017,0.002616451,0.003437091,0.002021654,0.00370511,0.00370511,0.013665255,0.001244544,0.004220995,0.004534067,0.004433434,0.004433434,-0.090110226,0.019086872,0.022076868,0.032090395,0.036769436,0.036769436,0.022051664
9/29/2017,0.002616451,0.003437091,0.002021654,0.00370511,0.00370511,0.013665255,0.001244544,0.004220995,0.004534067,0.004433434,0.004433434,-0.090110226,0.019086872,0.022076868,0.032090395,0.036769436,0.036769436,0.022051664
