Date,Open,High,Low,Close,Adj Close,Volume
5/25/2018,30664.26953,30736.9707,30525.74023,30588.03906,30588.03906,1677533500
5/24/2018,30718.66016,30788.9707,30589.38086,30760.41016,30760.41016,1579074300
5/23/2018,31191.86914,31191.86914,30665.64063,30665.64063,30665.64063,2434017000
5/21/2018,31232.78906,31464.09961,31232.78906,31234.34961,31234.34961,1599624500
5/18/2018,31033.9707,31148.06055,30904.67969,31047.91016,31047.91016,1722070700
5/17/2018,31416.71094,31416.71094,30942.15039,30942.15039,30942.15039,1499907300
5/16/2018,31014.7207,31218.08008,30818.7793,31110.19922,31110.19922,1348037300
5/15/2018,31573.17969,31573.17969,31152.0293,31152.0293,31152.0293,1566899600
5/14/2018,31498.35938,31592.56055,31423.57031,31541.08008,31541.08008,1794416600
5/11/2018,31151.80078,31277.39063,31032.43945,31122.06055,31122.06055,1627487900
5/10/2018,30716.9707,30851.30078,30712.92969,30809.2207,30809.2207,1534597300
5/9/2018,30452.16016,30568.75977,30346.61914,30536.14063,30536.14063,1360669300
5/8/2018,30123.76953,30444.2207,30123.76953,30402.81055,30402.81055,1623605700
5/7/2018,30102.06055,30138.33008,29791.86914,29994.25977,29994.25977,1441380300
5/4/2018,30316.98047,30341.46094,29859.30078,29926.5,29926.5,1754754700
5/3/2018,30405.48047,30432.07031,30118.65039,30313.36914,30313.36914,1736327100
5/2/2018,30782.21094,30824.76953,30570.81055,30723.88086,30723.88086,1643135500
4/30/2018,30530.40039,30853.13086,30483.91016,30808.44922,30808.44922,1923280800
4/27/2018,30300.83008,30336,30019.11914,30280.66992,30280.66992,1610929100
4/26/2018,30378.15039,30463.41992,29871.19922,30007.67969,30007.67969,1765452500
4/25/2018,30486.85938,30507.18945,30244.16016,30328.15039,30328.15039,1674472500
4/24/2018,30353.83008,30665.09961,30335.28906,30636.24023,30636.24023,1741299100
4/23/2018,30327.0293,30481.85938,30184.44922,30254.40039,30254.40039,1516737400
4/20/2018,30647.93945,30848.4707,30355.78906,30418.33008,30418.33008,1661298600
4/19/2018,30532.94922,30761.4707,30451,30708.43945,30708.43945,2221670500
4/18/2018,30469.94922,30487.16992,29979.40039,30284.25,30284.25,2001652800
4/17/2018,30354.89063,30477.78906,30012.69922,30062.75,30062.75,1916884600
4/16/2018,30849.7207,30849.7207,30190.75,30315.58984,30315.58984,1827774700
4/13/2018,31076.75977,31076.75977,30707.76953,30808.38086,30808.38086,1406304600
4/12/2018,31094.10938,31094.10938,30637.14063,30831.2793,30831.2793,1754477200
4/11/2018,30761.23047,31021.11914,30723.07031,30897.71094,30897.71094,2291863000
4/10/2018,30205.08984,30806.85938,30163.08984,30728.74023,30728.74023,2270263700
4/9/2018,30104.32031,30514.80078,29909.36914,30229.58008,30229.58008,1841272200
4/6/2018,29750.24023,29980.56055,29608.33008,29844.93945,29844.93945,1698284100
4/4/2018,30244.2207,30329.08008,29518.68945,29518.68945,29518.68945,1816082600
4/3/2018,29927.88086,30269.2793,29755.35938,30180.09961,30180.09961,1908642500
3/29/2018,30154.17969,30252.94922,29819.63086,30093.38086,30093.38086,2167328200
3/28/2018,30510.38086,30637.21094,30022.5293,30022.5293,30022.5293,2209028300
3/27/2018,30985.75,30985.75,30738.75977,30790.83008,30790.83008,2049855800
3/26/2018,30267.07031,30548.76953,29995.16016,30548.76953,30548.76953,2317282800
3/23/2018,29930.23047,30320.31055,29930.23047,30309.28906,30309.28906,3522395400
3/22/2018,31575.92969,31686.66992,31018.43945,31071.05078,31071.05078,2103533300
3/21/2018,31811.98047,31978.14063,31381.53906,31414.51953,31414.51953,2309098300
3/20/2018,31315.41992,31576.05078,31183.40039,31549.92969,31549.92969,1746878600
3/19/2018,31370.4707,31656.30078,31244.61914,31513.75977,31513.75977,1440844700
3/16/2018,31363.0293,31564.7793,31337.44922,31501.9707,31501.9707,2345452800
3/15/2018,31181.15039,31583.38086,31121.66016,31541.09961,31541.09961,1496758200
3/14/2018,31321.78906,31453.48047,31141.84961,31435.00977,31435.00977,1707584900
3/13/2018,31570.19922,31709.99023,31461.4707,31601.44922,31601.44922,2111965400
3/12/2018,31536.30078,31607.58008,31342.48047,31594.33008,31594.33008,2173275800
3/9/2018,30858.26953,30996.21094,30840.80078,30996.21094,30996.21094,1470749100
3/8/2018,30523.67969,30724.0293,30428.60938,30654.51953,30654.51953,1529390000
3/7/2018,30323.76953,30673.08008,30117.40039,30196.91992,30196.91992,2135337500
3/6/2018,30380.96094,30620.06055,30129.80078,30510.73047,30510.73047,2270403000
3/5/2018,30524.25977,30679.4707,29852.41992,29886.39063,29886.39063,2279546200
3/2/2018,30611.09961,30670.93945,30477.94922,30583.44922,30583.44922,2955637100
3/1/2018,30476.99023,31081.67969,30453.82031,31044.25,31044.25,2116269800
2/28/2018,31037.41016,31061.75977,30703.90039,30844.7207,30844.7207,2407877200
2/27/2018,31790.84961,31798.98047,31141.51953,31268.66016,31268.66016,2579124300
2/26/2018,31528.28906,31567.46094,31273.94922,31498.59961,31498.59961,2025591300
2/23/2018,31289.08008,31386.81055,31149.32031,31267.16992,31267.16992,1667179100
2/22/2018,31084.44922,31195.26953,30930.09961,30965.67969,30965.67969,2391326700
2/21/2018,31050.51953,31477.84961,30885.94922,31431.89063,31431.89063,1933845300
2/20/2018,31165.28906,31339.68945,30720.48047,30873.63086,30873.63086,2033432100
2/15/2018,30958.71094,31145.09961,30816.65039,31115.42969,31115.42969,2070618100
2/14/2018,30024.4707,30637.23047,29968.53906,30515.59961,30515.59961,2408651200
2/13/2018,29850.15039,30169,29783.09961,29839.5293,29839.5293,2709197500
2/12/2018,29713.08008,29801.51953,29459.63086,29459.63086,29459.63086,2815461600
2/9/2018,29679.21094,29679.21094,29129.25977,29507.41992,29507.41992,5171294500
2/8/2018,30555.80078,30739.10938,30251.32031,30451.26953,30451.26953,3145081200
2/7/2018,31378.34961,31472.4707,30292.15039,30323.19922,30323.19922,4620281500
2/6/2018,31028.67969,31286.0293,30577.83008,30595.41992,30595.41992,5531270100
2/5/2018,31715.56055,32394.86914,31712.01953,32245.2207,32245.2207,3135015100
2/2/2018,32569.00977,32778.51172,32321.41992,32601.7793,32601.7793,2571367100
2/1/2018,32950.30078,33048.03906,32642.08984,32642.08984,32642.08984,2769125200
1/31/2018,32435.75977,32933.98047,32330.39063,32887.26953,32887.26953,3314255500
1/30/2018,32751.7207,32976.75,32501.34961,32607.28906,32607.28906,3177122400
1/29/2018,33335.48047,33484.07813,32897.03906,32966.89063,32966.89063,3605090600
1/26/2018,32836.28125,33223.57813,32794.12891,33154.12109,33154.12109,3892652400
1/25/2018,32979.37891,32998.05078,32650.2207,32654.44922,32654.44922,3554766400
1/24/2018,32907.23047,33018.71094,32728.50977,32958.69141,32958.69141,3897512100
1/23/2018,32606.14063,32930.69922,32554.23047,32930.69922,32930.69922,3954770600
1/22/2018,32276.96094,32417.23047,32046.83984,32393.41016,32393.41016,2880231400
1/19/2018,32142.16016,32254.89063,31986,32254.89063,32254.89063,2906627500
1/18/2018,32148.44922,32233.81055,31869.69922,32121.93945,32121.93945,3741499700
1/17/2018,31825.51953,31983.41016,31642.26953,31983.41016,31983.41016,3999243800
1/16/2018,31423.61914,31904.75,31423.61914,31904.75,31904.75,3097059200
1/15/2018,31702.56055,31733.17969,31265.25,31338.86914,31338.86914,2664144600
1/12/2018,31298.05078,31412.53906,31198.35938,31412.53906,31412.53906,2327417400
1/11/2018,31066.21094,31133.17969,30950.07031,31120.39063,31120.39063,1794778900
1/10/2018,31009.24023,31267.57031,30928.58008,31073.7207,31073.7207,2595365800
1/9/2018,30933.50977,31056.69922,30852.42969,31011.41016,31011.41016,2004940800
1/8/2018,30895.08984,30929.15039,30732.53906,30899.5293,30899.5293,2004162500
1/5/2018,30893.85938,30911.00977,30638.5293,30814.64063,30814.64063,2263930100
1/4/2018,30691.71094,30796.92969,30560.42969,30736.48047,30736.48047,2995571100
1/3/2018,30658.73047,30724.32031,30456.75977,30560.94922,30560.94922,2309467700
1/2/2018,30028.28906,30515.31055,30028.28906,30515.31055,30515.31055,2442333400
12/29/2017,29914.05078,29997.96094,29849.31055,29919.15039,29919.15039,1365770800
12/28/2017,29684.78906,29873.09961,29661.06055,29863.71094,29863.71094,1339575400
12/27/2017,29632.9707,29693.82031,29516.50977,29597.66016,29597.66016,1725832000
12/22/2017,29505.05078,29578.00977,29413.85938,29578.00977,29578.00977,1282144300
12/21/2017,29209.64063,29431.81055,29145.13086,29367.06055,29367.06055,1440980300
12/20/2017,29199.28906,29326.51953,29159.2793,29234.08984,29234.08984,1308865200
12/19/2017,29193.74023,29339.10938,29144.16992,29253.66016,29253.66016,1633522100
12/18/2017,28923.5293,29143.33008,28821.18945,29050.41016,29050.41016,1637861800
12/15/2017,29000.10938,29017.66016,28738.83984,28848.10938,28848.10938,1999793000
12/14/2017,29335.75977,29367.50977,29047.60938,29166.38086,29166.38086,1959305700
12/13/2017,28856.7793,29276.66992,28707.59961,29222.09961,29222.09961,2574054200
12/12/2017,28972.74023,29066.76953,28745.73047,28793.88086,28793.88086,2135704400
12/11/2017,28645.41016,28998.50977,28645.41016,28965.28906,28965.28906,2127756300
12/8/2017,28400.00977,28705.75977,28344.39063,28639.84961,28639.84961,1747376700
12/7/2017,28366.14063,28478.33984,28134.92969,28303.18945,28303.18945,1782453900
12/6/2017,28850.35938,28929.21094,28204.5293,28224.80078,28224.80078,2605434400
12/5/2017,28898.58008,29124.24023,28838.11914,28842.80078,28842.80078,1439200300
12/4/2017,28951.18945,29343.7793,28803.18945,29138.2793,29138.2793,1624072100
12/1/2017,29261.31055,29345.9707,29028.75977,29074.24023,29074.24023,2086681200
11/30/2017,29340.26953,29353.50977,29127.30078,29177.34961,29177.34961,2435496800
11/29/2017,29813.93945,29831.18945,29563.39063,29623.83008,29623.83008,1434723600
11/28/2017,29608.64063,29687.44922,29334.58984,29680.84961,29680.84961,1744542000
11/27/2017,29857.65039,29859.10938,29610.96094,29686.18945,29686.18945,1485230700
11/24/2017,29788.17969,29918.91992,29696.58984,29866.32031,29866.32031,1534288700
11/23/2017,30033.17969,30169.99023,29593.78906,29707.93945,29707.93945,2099356300
11/22/2017,30087.18945,30199.68945,29911.07031,30003.49023,30003.49023,2474928600
11/21/2017,29369.68945,29818.07031,29343.48047,29818.07031,29818.07031,2467367300
11/20/2017,29227.08008,29299.86914,29089.58008,29260.31055,29260.31055,1619910000
11/17/2017,29214.35938,29341.91992,29158.34961,29199.03906,29199.03906,2068123000
11/16/2017,28963.76953,29095.49023,28877.75977,29018.75977,29018.75977,1501023200
11/15/2017,29026.10938,29106.49023,28851.68945,28851.68945,28851.68945,2046100400
11/14/2017,29272.09961,29320.0293,29143.63086,29152.11914,29152.11914,1697043600
11/13/2017,29058.23047,29258.5,29058.23047,29182.17969,29182.17969,1786820800
11/10/2017,29060.13086,29237.84961,29036.44922,29120.91992,29120.91992,1781772000
11/9/2017,28987.78906,29192.50977,28960.05078,29136.57031,29136.57031,1822998100
11/8/2017,28950.5,29123.43945,28885.07031,28907.59961,28907.59961,1831425800
11/7/2017,28715.40039,29017.40039,28715.07031,28994.33984,28994.33984,2128719800
11/6/2017,28616.34961,28650.78906,28137.76953,28596.80078,28596.80078,2260004000
11/3/2017,28603.50977,28661.28906,28542.66016,28603.60938,28603.60938,1576569100
11/2/2017,28604.94922,28643.58008,28492.19922,28518.64063,28518.64063,2151398900
11/1/2017,28387.55078,28606.58984,28329.5,28594.06055,28594.06055,2316556900
10/31/2017,28247,28354.10938,28183.78906,28245.53906,28245.53906,2447177600
10/30/2017,28585.15039,28650.82031,28336.18945,28336.18945,28336.18945,2133304700
10/27/2017,28332.91016,28494.51953,28305.73047,28438.84961,28438.84961,2255521100
10/26/2017,28165.60938,28316.19922,28102.75,28202.38086,28202.38086,1431611800
10/25/2017,28238.84961,28387.21094,28198.56055,28302.89063,28302.89063,1272809300
10/24/2017,28232.61914,28356.09961,28098.83008,28154.9707,28154.9707,1426893600
10/23/2017,28557.80078,28557.80078,28253.32031,28305.88086,28305.88086,1712055400
10/20/2017,28360.01953,28519.75977,28313.69922,28487.24023,28487.24023,1493189400
10/19/2017,28783.84961,28798.7793,28094.53906,28159.08984,28159.08984,2125428600
10/18/2017,28636.19922,28729.33984,28629.73047,28711.75977,28711.75977,1429159000
10/17/2017,28777.17969,28777.17969,28641.94922,28697.49023,28697.49023,1286878300
10/16/2017,28661.98047,28792.06055,28620.38086,28692.80078,28692.80078,1740653100
10/13/2017,28423.65039,28492.39063,28369.86914,28476.42969,28476.42969,1616416300
10/12/2017,28431.05078,28528.71094,28343.32031,28459.0293,28459.0293,1579431600
10/11/2017,28622.00977,28625.66016,28330.73047,28389.57031,28389.57031,1874745400
10/10/2017,28334.91992,28503.83984,28260.19922,28490.83008,28490.83008,1388761700
10/9/2017,28440.16992,28488.34961,28282.00977,28326.58984,28326.58984,1745232800
10/6/2017,28626.41016,28626.41016,28377.84961,28458.03906,28458.03906,1967890900
10/4/2017,28311.26953,28521.76953,28311.26953,28379.17969,28379.17969,2095400500
10/3/2017,27884.21094,28194.16016,27737.38086,28173.21094,28173.21094,3430577300
9/29/2017,27492.13086,27581.13086,27383.16016,27554.30078,27554.30078,1665527400
9/28/2017,27661.26953,27665.16016,27421.59961,27421.59961,27421.59961,1968973700
9/27/2017,27503.05078,27673.40039,27503.05078,27642.42969,27642.42969,1812425000
9/26/2017,27308.60938,27567.88086,27300.36914,27513.00977,27513.00977,1683566500
9/25/2017,27851.53906,27851.53906,27476.26953,27500.33984,27500.33984,1800222600
9/22/2017,27949.83008,27960.91992,27845.51953,27880.5293,27880.5293,1379309700
9/21/2017,28091.24023,28184.36914,28046.93945,28110.33008,28110.33008,1625346200
9/20/2017,28099.28906,28149.35938,28013.10938,28127.80078,28127.80078,1496733100
9/19/2017,28200.53906,28248.11914,28032.16992,28051.41016,28051.41016,1601237600
9/18/2017,27971.36914,28160.39063,27917.17969,28159.76953,28159.76953,1546268100
9/15/2017,27736.59961,27893.58008,27514.03906,27807.58984,27807.58984,2164173900
9/14/2017,27788.83984,27895.07031,27699.08984,27777.19922,27777.19922,1650316300
9/13/2017,27984.26953,27984.26953,27751.2793,27894.08008,27894.08008,1437295600
9/12/2017,28068.69922,28071.53906,27883.83008,27972.24023,27972.24023,1313208800
9/11/2017,27877.68945,27976.98047,27859,27955.13086,27955.13086,1381742800
9/8/2017,27571.58984,27708.08984,27569.13086,27668.4707,27668.4707,1416125500
9/7/2017,27817.86914,27817.86914,27492.82031,27522.91992,27522.91992,1779146800
9/6/2017,27671.56055,27684.25977,27421.78906,27613.75977,27613.75977,1666660000
9/5/2017,27797.43945,27871.75977,27685.30078,27741.34961,27741.34961,1237100600
9/4/2017,27881.71094,27884.46094,27662.28906,27740.25977,27740.25977,1626723800
9/1/2017,28015.2207,28116.69922,27915.43945,27953.16016,27953.16016,1754523000
8/31/2017,27934.44922,27994.06055,27861.48047,27970.30078,27970.30078,2795558800
8/30/2017,27957.74023,28127.90039,27912.82031,28094.60938,28094.60938,2142434100
8/29/2017,27744.58008,27839.83008,27638.73047,27765.00977,27765.00977,1717761500
8/28/2017,27905.58984,28071.58984,27806.05078,27863.28906,27863.28906,3019391000
8/25/2017,27539.10938,27878.36914,27480.10938,27848.16016,27848.16016,3791271400
8/24/2017,27642.23047,27642.23047,27485.86914,27518.59961,27518.59961,2691510500
8/23/2017,null,null,null,null,null,null
8/22/2017,27322.19922,27509.06055,27316.08008,27401.66992,27401.66992,2049708500
8/21/2017,27100.63086,27221.31055,27086.42969,27154.67969,27154.67969,1770623000
8/18/2017,26999.59961,27236.32031,26951.91992,27047.57031,27047.57031,1691600400
8/17/2017,27610.28906,27624.51953,27302.48047,27344.2207,27344.2207,1795330700
8/16/2017,27238.81055,27422.30078,27238.81055,27409.07031,27409.07031,1771056700
8/15/2017,27371.25,27438.41992,27174.96094,27174.96094,27174.96094,2735953400
8/14/2017,27091.76953,27268.23047,27032.40039,27250.23047,27250.23047,1416372000
8/11/2017,27000.42969,27184.21094,26863.71094,26883.50977,26883.50977,3133494700
8/10/2017,27791.35938,27791.35938,27267.0293,27444,27444,2175962000
8/9/2017,27760.08008,27876.11914,27602.66016,27757.08984,27757.08984,1650670500
8/8/2017,27684.59961,27867.56055,27626.18945,27854.91016,27854.91016,1726572600
8/7/2017,27665.71094,27731.91992,27629.19922,27690.35938,27690.35938,1484632800
8/4/2017,27564.71094,27615.0293,27508.10938,27562.67969,27562.67969,1464939100
8/3/2017,27533.50977,27601.05078,27399.58008,27531.00977,27531.00977,1682624400
8/2/2017,27645.2793,27747.34961,27570.5,27607.38086,27607.38086,2052633600
8/1/2017,27326.03906,27558,27326.03906,27540.23047,27540.23047,2392422600
7/31/2017,27048.44922,27324.38086,27045.41016,27323.99023,27323.99023,1693214100
7/28/2017,27007.9707,27047.88086,26928.43945,26979.39063,26979.39063,1456040200
7/27/2017,27002.69922,27169.15039,26962.0293,27131.16992,27131.16992,1763945900
7/26/2017,26960.81055,27007.26953,26786.63086,26941.01953,26941.01953,2176480400
7/25/2017,26847.58008,26889.69922,26799.76953,26852.05078,26852.05078,1450948000
7/24/2017,26720.03906,26882,26674.5,26846.83008,26846.83008,1532468700
7/21/2017,26777.43945,26778.41992,26663.25,26706.08984,26706.08984,1502400500
7/20/2017,26770.48047,26794.17969,26632.98047,26740.21094,26740.21094,1408343500
7/19/2017,26561.81055,26682.64063,26541.56055,26672.16016,26672.16016,1346812900
7/18/2017,26489.51953,26540.16992,26381.14063,26524.93945,26524.93945,1872330800
7/17/2017,26572.91992,26618.66016,26353.83008,26470.58008,26470.58008,1837446700
7/14/2017,26416.67969,26416.67969,26295.99023,26389.23047,26389.23047,1744841800
7/13/2017,26340.28906,26383.75977,26255.31055,26346.16992,26346.16992,1971724000
7/12/2017,25991.34961,26147.30078,25991.34961,26043.64063,26043.64063,2695389200
7/11/2017,25605.18945,25941.4707,25596.21094,25877.64063,25877.64063,2230926300
7/10/2017,25392.0293,25622.75,25331.94922,25500.06055,25500.06055,1743504600
7/7/2017,25377.21094,25409.90039,25315.91016,25340.84961,25340.84961,1480481500
7/6/2017,25574.57031,25599.69922,25436.83008,25465.2207,25465.2207,1494486100
7/5/2017,25354.38086,25559.17969,25199.85938,25521.9707,25521.9707,1868195300
7/4/2017,25782.84961,25838.26953,25251.7207,25389.00977,25389.00977,2402054600
7/3/2017,25654.76953,25821.39063,25654.76953,25784.16992,25784.16992,1505017700
6/30/2017,25679.64063,25816.25,25661.42969,25764.58008,25764.58008,1616948900
6/29/2017,25872.92969,25965.41992,25814.80078,25965.41992,25965.41992,1748405000
6/28/2017,25735.21094,25821.35938,25625.71094,25683.5,25683.5,1652872300
6/27/2017,25911.19922,25929.60938,25780.68945,25839.99023,25839.99023,1182985800
6/26/2017,25727.92969,25875.48047,25720.38086,25871.89063,25871.89063,1206191500
6/23/2017,25724.2793,25770.36914,25648.76953,25670.05078,25670.05078,1302570300
6/22/2017,25597.46094,25867.93945,25597.46094,25674.5293,25674.5293,1553964400
6/21/2017,25752.26953,25846.51953,25575.98047,25694.58008,25694.58008,1699891000
6/20/2017,26028.42969,26043.09961,25833.92969,25843.03906,25843.03906,1251563600
6/19/2017,25736.19922,25939.7207,25735.07031,25924.55078,25924.55078,1116125500
6/16/2017,25601.81055,25719.9707,25557.80078,25626.49023,25626.49023,1699429200
6/15/2017,25772.2793,25772.2793,25565.33984,25565.33984,25565.33984,1658076900
6/14/2017,25915.46094,25915.46094,25713.01953,25875.90039,25875.90039,1449845600
6/13/2017,25826.51953,25883.2207,25722.63086,25852.09961,25852.09961,1316444700
6/12/2017,25925.44922,25957.7793,25689.23047,25708.03906,25708.03906,1614682000
6/9/2017,26090.33008,26090.33008,25922.67969,26030.28906,26030.28906,2889395400
6/8/2017,25974,26069.98047,25923.21094,26063.06055,26063.06055,1633520700
6/7/2017,26025.21094,26073.43945,25898.82031,25974.16016,25974.16016,1999503900
6/6/2017,25819.5293,26019.00977,25805.01953,25997.14063,25997.14063,1540428000
6/5/2017,25976.35938,25998.66016,25801.83984,25862.99023,25862.99023,1766176100
6/2/2017,25926.06055,25973,25851.84961,25924.05078,25924.05078,1990193800
6/1/2017,25736.34961,25834.75,25614.60938,25809.2207,25809.2207,2017055200
5/31/2017,25706.44922,25817.94922,25650.06055,25660.65039,25660.65039,2997857600
5/29/2017,25672.40039,25744.7207,25579.15039,25701.63086,25701.63086,1077784400
5/26/2017,25670.98047,25724.40039,25588.69922,25639.26953,25639.26953,1453713000
5/25/2017,25511.46094,25680.66992,25491.7793,25630.7793,25630.7793,1890794600
5/24/2017,25382.25977,25428.5,25296.66016,25428.5,25428.5,1409941800
5/23/2017,25415.57031,25486.98047,25307.26953,25403.15039,25403.15039,1758690200
5/22/2017,25318.28906,25450.03906,25201.33984,25391.33984,25391.33984,1410586000
5/19/2017,25171.66016,25266.2207,25124.06055,25174.86914,25174.86914,1312777700
5/18/2017,25034.18945,25263.81055,25025.05078,25136.51953,25136.51953,1677298400
5/17/2017,25355.75977,25374.94922,25245.43945,25293.63086,25293.63086,1512406100
5/16/2017,25413.34961,25413.34961,25228.46094,25335.93945,25335.93945,1797601700
5/15/2017,25233.31055,25385.7207,25213.4707,25371.58984,25371.58984,2212734400
5/12/2017,25126.48047,25211.2793,25087.32031,25156.33984,25156.33984,1417408900
5/11/2017,25101.5293,25203.53906,25024.75977,25125.55078,25125.55078,1642633800
5/10/2017,24931.82031,25164.9707,24931.82031,25015.41992,25015.41992,2297649800
5/9/2017,24656.94922,24889.83008,24548.9707,24889.0293,24889.0293,1381056000
5/8/2017,24604.28906,24624.21094,24476.19922,24577.91016,24577.91016,1357855500
5/5/2017,24625.34961,24634.2793,24358.7207,24476.34961,24476.34961,2024201800
5/4/2017,24680.44922,24683.88086,24530.92969,24683.88086,24683.88086,1760179900
5/2/2017,24773.80078,24773.80078,24577.33008,24696.13086,24696.13086,1605780100
4/28/2017,24691.28906,24697.0293,24563.76953,24615.13086,24615.13086,1181584600
4/27/2017,24663.09961,24717.43945,24455.11914,24698.48047,24698.48047,1567031000
4/26/2017,24563.25,24637.84961,24515.23047,24578.42969,24578.42969,1668740700
4/25/2017,24204.7793,24455.93945,24201.91016,24455.93945,24455.93945,1880693800
4/24/2017,24185.75977,24206.43945,23958.17969,24139.48047,24139.48047,1338069100
4/21/2017,24143.03906,24190.14063,23991.86914,24042.01953,24042.01953,1345955400
4/20/2017,23851.01953,24058.86914,23827.07031,24056.98047,24056.98047,1512891800
4/19/2017,23875.98047,23893.14063,23723.86914,23825.88086,23825.88086,1568253100
4/18/2017,24268.16992,24276.31055,23892.58984,23924.53906,23924.53906,1552809600
4/13/2017,24173.41992,24378.38086,24158.16016,24261.66016,24261.66016,1334077800
4/12/2017,24068.91016,24313.5,23994.13086,24313.5,24313.5,1534864800
4/11/2017,24280.86914,24318.15039,24007.84961,24088.46094,24088.46094,1803272800
4/10/2017,24302.00977,24314.66016,24215.53906,24262.17969,24262.17969,1193963800
4/7/2017,24247.00977,24268.39063,23982.40039,24267.30078,24267.30078,2253021500
4/6/2017,24310.41016,24381.63086,24210.68945,24273.7207,24273.7207,1722179300
4/5/2017,24370.94922,24400.80078,24166.00977,24400.80078,24400.80078,2697900400
4/3/2017,24236.56055,24261.48047,24162.55078,24261.48047,24261.48047,1708951000
3/31/2017,24305.5293,24329.98047,24105.38086,24111.58984,24111.58984,1733165500
3/30/2017,24429.11914,24431.11914,24250.40039,24301.08984,24301.08984,1768917100
3/29/2017,24470.66016,24470.66016,24330.69922,24392.05078,24392.05078,1834977400
3/28/2017,24329.16992,24360,24274.51953,24345.86914,24345.86914,1506216800
3/27/2017,24235.68945,24434.90039,24138.7793,24193.69922,24193.69922,1730336000
3/24/2017,24396.41016,24420.76953,24263.16992,24358.26953,24358.26953,1784280200
3/23/2017,24381.03906,24466.73047,24271.25977,24327.69922,24327.69922,1795481600
3/22/2017,24336.33008,24380.41992,24207.09961,24320.41016,24320.41016,2136581500
3/21/2017,24565.73047,24656.65039,24500.34961,24593.11914,24593.11914,2055170800
3/20/2017,24312.57031,24501.99023,24312.57031,24501.99023,24501.99023,1716660600
3/17/2017,24376.13086,24385.81055,24237.9707,24309.92969,24309.92969,2512650300
3/16/2017,24101.98047,24288.2793,24003.75,24288.2793,24288.2793,2576719000
3/15/2017,23705.07031,23842.81055,23645.50977,23792.84961,23792.84961,1352441800
3/14/2017,23871,23918.11914,23768.33984,23827.94922,23827.94922,1857167800
3/13/2017,23643.30078,23877.58984,23567.92969,23829.66992,23829.66992,2016201800
3/10/2017,23534.98047,23603.76953,23438.85938,23568.66992,23568.66992,1534086200
3/9/2017,23667.76953,23673.58008,23456.06055,23501.56055,23501.56055,1781279500
3/8/2017,23627.2793,23816.23047,23563.14063,23782.26953,23782.26953,1823218000
3/7/2017,23630.34961,23728,23585.76953,23681.07031,23681.07031,1282674500
3/6/2017,23600.49023,23691.05078,23574.2793,23596.2793,23596.2793,1442731400
3/3/2017,23618.35938,23635.24023,23511.59961,23552.7207,23552.7207,2387983900
3/2/2017,24044.48047,24080.86914,23694.33008,23728.07031,23728.07031,2111361200
3/1/2017,23849.2207,23857.2793,23730.05078,23776.49023,23776.49023,1648831300
2/28/2017,23952.64063,24007.81055,23740.73047,23740.73047,23740.73047,1666247300
2/27/2017,23941.81055,24067.67969,23822.88086,23925.05078,23925.05078,1727456200
2/24/2017,24115.60938,24121.91016,23958.13086,23965.69922,23965.69922,1750717000
2/23/2017,24122.17969,24216.5293,24046.91016,24114.85938,24114.85938,1880958700
2/22/2017,24059.08984,24201.96094,23999.55078,24201.96094,24201.96094,2230148000
2/21/2017,24174.10938,24213.64063,23909.15039,23963.63086,23963.63086,1839886700
2/20/2017,24066,24202.33984,24022.15039,24146.08008,24146.08008,1936955000
2/17/2017,24077.86914,24106.33984,23944.67969,24033.74023,24033.74023,2302691000
2/16/2017,24139.31055,24161.39063,23969.57031,24107.69922,24107.69922,3806666400
2/15/2017,23771.94922,24067.61914,23771.94922,23994.86914,23994.86914,3843901700
2/14/2017,23695.28906,23735.10938,23614.4707,23703.00977,23703.00977,1957113500
2/13/2017,23664.5293,23751.91992,23615.39063,23710.98047,23710.98047,1990274600
2/10/2017,23645.90039,23718.4707,23573.84961,23574.98047,23574.98047,2143167300
2/9/2017,23533.51953,23644.63086,23489.65039,23525.14063,23525.14063,2741007400
2/8/2017,23284.75977,23520.76953,23160.99023,23485.13086,23485.13086,2601105500
2/7/2017,23287.89063,23403.59961,23256.68945,23331.57031,23331.57031,1523355600
2/6/2017,23239.28906,23348.24023,23149.69922,23348.24023,23348.24023,1439947300
2/3/2017,23216.9707,23226.91992,22997.46094,23129.21094,23129.21094,1339282100
2/2/2017,23309.46094,23439.01953,23131.36914,23184.51953,23184.51953,987795900
2/1/2017,23211.88086,23318.39063,23082.61914,23318.39063,23318.39063,1515037600
1/27/2017,23339.15039,23397.08984,23307.05078,23360.7793,23360.7793,777897700
1/26/2017,23173.46094,23386.41016,23145.31055,23374.16992,23374.16992,1856554500
1/25/2017,23066.40039,23066.40039,22961.38086,23049.11914,23049.11914,1185813200
1/24/2017,22965.25,22986.44922,22907.7793,22949.85938,22949.85938,1462887100
1/23/2017,22926.30078,23068.08008,22861.28906,22898.51953,22898.51953,1068403800
1/20/2017,22966.5293,22987.67969,22858.25,22885.91016,22885.91016,1207476100
1/19/2017,23104.34961,23104.34961,22941.96094,23049.96094,23049.96094,1174126300
1/18/2017,22889.33008,23151.75,22882.01953,23098.25977,23098.25977,1689344500
1/17/2017,22819.86914,22867.83984,22710.92969,22840.9707,22840.9707,1019618000
1/16/2017,22895.35938,22908.85938,22657.34961,22718.15039,22718.15039,1313357700
